消耗性资产名称,编码,名称,商家/厂家/品牌,批号/编号/标识,规格型号,批次备注,验检入库编号,有效期至,来源,入库总量,入库单位,领用要求,入库备注,房间名称,箱柜屉架,隔板层数,领用出库编号,出库数量,出库单位,出库备注,库存数量,单位,备注说明1,备注说明2
2146.2625,J7,备品配件,,,ALLEN WRENCH 2.5,扳手,,,其它,1,个,常规,,,302G-11,,,,个,,1,个,,
保险丝,J7,备品配件,,,1270.01,,,,其它,3,个,常规,,,302G-11,,,,个,,3,个,,
保险丝,J7,备品配件,,,1270.0101,,,,其它,5,个,常规,,,302G-11,,,,个,,5,个,,
保险丝,J7,备品配件,,,1270.0102,,,,其它,2,个,常规,,,302G-11,,,,个,,2,个,,
保险丝,J7,备品配件,,,1270.0103,,,,其它,2,个,常规,,,302G-11,,,,个,,2,个,,
Kit Hose connector straight,J7,备品配件,,,2263.3002,,,,其它,5,个,常规,,,302G-11,,,,个,,5,个,,
Wire marker kit,J7,备品配件,,,"3.0mm ,红和绿",,,,其它,10,个,常规,,,302G-11,,,,个,,12,个,,
1R76458-2018,J7,备品配件,,,0.32㎜,,,,其它,1,套,常规,,,302G-11,,,,套,,1,套,,
SCRAW CAP,J7,备品配件,,,白色6000.0057,,,,其它,7,个,常规,,,302G-11,,,,个,,7,个,,
毛细管（两头无东西）,J7,备品配件,,,,原荧（两头没有东西）,,,其它,1,个,常规,,,302G-12,,,,个,,1,个,,
泵管（两头有东西）,J7,备品配件,,,,原荧,,,其它,1,个,常规,,,302G-12,,,,个,,1,个,,
AFS炉丝加持套,J7,备品配件,,,,原荧,,,其它,1,个,常规,,,302G-12,,,,个,,1,个,,
AFS反应块用连接头,J7,备品配件,,,,原荧,,,其它,2,个,常规,,,302G-12,,,,个,,2,个,,
AFS聚四氟接头,J7,备品配件,,,,原荧,,,其它,1,个,常规,,,302G-12,,,,个,,1,个,,
AFS过渡连接管,J7,备品配件,,,,原荧,,,其它,1,个,常规,,,302G-12,,,,个,,1,个,,
AFS硅胶圈(大）,J7,备品配件,,,,原荧,,,其它,5,个,常规,,,302G-12,,,,个,,5,个,,
AFS硅胶圈（小）,J7,备品配件,,,,原荧,,,其它,4,个,常规,,,302G-12,,,,个,,4,个,,
连接头,J7,备品配件,,,,原荧,,,其它,1,个,常规,,,302G-12,,,,个,,1,个,,
AFS电炉丝,J7,备品配件,,,,原荧,,,其它,4,个,常规,,,302G-12,,MYM-200228-SHY-JC07-005,1,个,,3,个,,
气液分离器（玻璃）,J7,备品配件,,,,原荧（有一个三个口）,,,其它,3,个,常规,,,302G-12,,,,个,,3,个,,
塑料盒,J7,备品配件,,,,原荧,,,其它,2,个,常规,,,302G-12,,,,个,,2,个,,
硅胶管,J7,备品配件,,,6*9,原荧,,,其它,1,根,常规,,,302G-12,,,,根,,1,根,,
硅胶管,J7,备品配件,,,4*6,原荧,,,其它,2,根,常规,,,302G-12,,,,根,,2,根,,
硅胶管,J7,备品配件,,,4.01317E+11,原荧,,,其它,1,根,常规,,,302G-12,,,,根,,1,根,,
透明刮油板,J7,备品配件,,,,原荧,,,其它,2,根,常规,,,302G-12,,,,根,,2,根,,
瓶盖,J7,备品配件,,, 0 38009/5ml filter caps,离子色谱,,,其它,500,个,常规,,,302G-13,,,,个,,500,个,,
进样瓶,J7,备品配件,,,0 38008/5ml ,离子色谱,,,其它,500,个,常规,,,302G-13,,,,个,,500,个,,
淋洗液前端滤头,J7,备品配件,,,白色,离子色谱,,,其它,2,个,常规,,,302G-13,,,,个,,2,个,,
压瓶器,J7,备品配件,,,,离子色谱,,,其它,1,套,常规,,,302G-13,,,,套,,1,套,,
抑制器活化工具,J7,备品配件,,,,离子色谱,,,其它,1,套,常规,,,302G-13,,,,套,,1,套,,
红黑交织电线,J7,备品配件,,,,离子色谱,,,其它,2,个,常规,,,302G-13,,,,个,,2,个,,
白色进样管,J7,备品配件,,,,离子色谱,,,其它,1,个,常规,,,302G-13,,,,个,,1,个,,
电源线 ,J7,备品配件,,,23033000,,,,其它,3,根,常规,,,302G-14,,,,根,,3,根,,
电源线 ,J7,备品配件,,,23033035,,,,其它,3,根,常规,,,302G-14,,,,根,,3,根,,
电源线 ,J7,备品配件,,,2060920,,,,其它,1,根,常规,,,302G-14,,,,根,,1,根,,
电源线,J7,备品配件,,,无标记,,,,其它,4,根,常规,,,302G-14,,,,根,,4,根,,
ICP-MS+GC-MS电源线、数据线,J7,备品配件,,,,,,,其它,9,根,常规,,,302G-14,,,,根,,9,根,,
酶标分析仪保险丝,J7,备品配件,,,,触摸笔已领用，还余保险丝,,,其它,2,只,常规,,,302G-14,,,,只,,2,只,,
ZF-630仪器保险丝,J7,备品配件,,,,,,,其它,2,只,常规,,,302G-14,,,,只,,2,只,,
ZF-560仪器触摸笔,J7,备品配件,,,,,,,其它,1,支,常规,,,302G-14,,,,支,,1,支,,
ZF-560仪器保险丝,J7,备品配件,,,,,,,其它,2,只,常规,,,302G-14,,,,只,,2,只,,
ZF-100通信线,J7,备品配件,,,,,,,其它,1,根,常规,,,302G-14,,,,根,,1,根,,
恒温扩增荧光检测仪0.2ml转头,J7,备品配件,,,,,,,其它,8,个,常规,,,302G-14,,,,个,,8,个,,
恒温扩增荧光检测仪0.5ml转头,J7,备品配件,,,,,,,其它,8,个,常规,,,302G-14,,,,个,,8,个,,
恒温扩增荧光检测仪USB连接线,J7,备品配件,,,,,,,其它,1,根,常规,,,302G-14,,,,根,,1,根,,
氢气气瓶减压阀转接头（胶管型）,J7,备品配件,,,,,,,其它,1,套,常规,,,302G-14,,,,套,,1,套,,
3A保险管,J7,备品配件,,,3A,,,,其它,3,个,常规,,,302G-14,,,,个,,3,个,,
0.2A保险管,J7,备品配件,,,0.2A,,,,其它,5,个,常规,,,302G-14,,,,个,,5,个,,
MOUTH MIRROR,J7,备品配件,,,401322805821/5811,,,,其它,1,个,常规,,,302G-14,,,,个,,1,个,,
保险丝,J7,备品配件,,,188320,,,,其它,2,个,常规,,,302G-14,,,,个,,2,个,,
蓝塑料管,J7,备品配件,,,,,,,其它,1,根,常规,,,302G-14,,,,根,,1,根,,
无色透明塑料管,J7,备品配件,,,,浅灰色,,,其它,1,根,常规,,,302G-14,,,,根,,1,根,,
排风管,J7,备品配件,,,"口径：10.5cm,长度：15.5cm",,,,其它,1,根,常规,,,302G-14,,,,根,,1,根,,
波纹管,J7,备品配件,,,,卷状,,,其它,1,根,常规,,,302G-14,,,,根,,1,根,,
橡胶管,J7,备品配件,,,,一根粗的，一根细的,,,其它,2,根,常规,,,302G-14,,,,根,,2,根,,
VOC采样管配件（UHTI-F-090),J7,备品配件,,,,,,,其它,1,套,常规,,,302G-14,,,,套,,1,套,,
皂膜流量计,J7,备品配件,,,,,,,其它,1,个,常规,,,302G-12,,,,个,,1,个,,
黑挡板,J7,备品配件,,,B407001,T6紫外分光光度计,,,其它,2,个,常规,,,302G-12,,,,个,,2,个,,
石英比色皿10㎜,J7,备品配件,,,B207004,T6紫外分光光度计,,,其它,2,个,常规,,,302G-12,,,,个,,2,个,,
波柄六角匙,J7,备品配件,,,1650-27-006,T6紫外分光光度计,,,其它,2,个,常规,,,302G-12,,,,个,,2,个,,
定量功能扩展卡,J7,备品配件,,,21602-2901-00,T6紫外分光光度计,,,其它,4,个,常规,,,302G-12,,,,个,,4,个,,
主机电源保险管,J7,备品配件,,,DK1225320501,T6紫外分光光度计,,,其它,4,个,常规,,,302G-12,,,,个,,4,个,,
铜管,J7,备品配件,,,,粗细各一根,,,其它,2,根,常规,,,302G-14,,,,根,,2,根,,
泵油,J7,备品配件,,,,1白1黄，全自动静水压测试仪、电子胀破仪,,,其它,2,瓶,常规,,,302G-14,,,,瓶,,2,瓶,,
表头配件,J7,备品配件,,,,纽扣拉力机,,,其它,1,套,常规,,,302G-15,,,,套,,1,套,,
冷水机保温管,J7,备品配件,,,黑色,冷水机,,,其它,1,个,常规,,,302G-15,,,,个,,1,个,,
泵管,J7,备品配件,,,白色,电子胀破仪,,,其它,2,个,常规,,,302G-15,,,,个,,2,个,,
黑色圆形橡胶块,J7,备品配件,,,,切割器配套的,,,其它,4,块,常规,,,302G-15,,,,块,,4,块,,
纯水机配件,J7,备品配件,,,,日晒仪的,,,其它,1,套,常规,,,302G-15,,,,套,,1,套,,
织物缩水机配件,J7,备品配件,,,,,,,其它,1,袋,常规,塑料袋内,,302G-15,,,,袋,,1,袋,,
进样泵管,J7,备品配件,,,"1320050/orange yellow,φ0.508mm",,,,其它,12,根,常规,1#盒,,302G-06,,,,根,,12,根,,
废液泵管santoprene tube-1,J7,备品配件,,,1320110/φ1295㎜-gray,,,,其它,12,根,常规,1#盒,,302G-06,,,,根,,12,根,,
截取锥嵌片,J7,备品配件,,,1318480/skimmer cone insert3.5,,,,其它,1,个,常规,1#盒,,302G-06,,,,个,,1,个,,
进样管TUBE TEFLON,J7,备品配件,,,1600061/ 1/16OD.021ID10FT,,,,其它,1,根,常规,1#盒,,302G-06,,,,根,,1,根,,
废液管TEFOLN TUBE,J7,备品配件,,,1041071,,,,其它,2,根,常规,1#盒,,302G-06,,,,根,,2,根,,
中心管,J7,备品配件,,,1305600,,,,其它,2,个,常规,1#盒,,302G-06,,,,个,,2,个,,
石墨垫Sampling Cone Gasket,J7,备品配件,,,1310900,,,,其它,20,个,常规,1#盒,,302G-06,,,,个,,20,个,,
炬管SL1363EM-24,J7,备品配件,,,1230790,,,,其它,2,个,常规,1#盒,,302G-06,,,,个,,2,个,,
截取锥（小）,J7,备品配件,,,1311870/ 0.5MM INSERT VERSION,,,,其它,1,个,常规,1#盒,,302G-06,,,,个,,1,个,,
采样锥（大）,J7,备品配件,,,3600812,,,,其它,1,个,常规,1#盒,,302G-06,,,,个,,1,个,,
风管,J7,备品配件,,,约50公分,,,,其它,1,根,常规,柜子里,,302G-06,,,,根,,1,根,,
雾化器管,J7,备品配件,,,ES-2502/Teflon gas line 4mm o.d.*2.4mmi.d,,,,其它,1,根,常规,2#盒,,302G-06,,,,根,,1,根,,
"100uL/min,Self-Aspiration Capillary for Microflow ST Nebulizer(0.25mm i.d.)",J7,备品配件,,,ES2042,,,,其它,1,根,常规,2#盒,,302G-06,,,,根,,1,根,,
氦气接管,J7,备品配件,,,R-gewaschen,,,,其它,1,个,常规,2#盒,,302G-06,,,,个,,1,个,,
废液泵管,J7,备品配件,,,1320110φ1295㎜-gray,,,,其它,36,根,常规,ICP-MS 3#盒,,302G-06,,,,根,,36,根,,
进样泵管,J7,备品配件,,,"1320050/orange yellow,φ0.508mm",,,,其它,72,根,常规,ICP-MS 3#盒,,302G-06,,,,根,,72,根,,
Peristaltic pump Tubing φ0.381mm,J7,备品配件,,,1320040,,,,其它,11,根,常规,ICP-MS 3#盒,,302G-06,,,,根,,11,根,,
中心管,J7,备品配件,,,1324730,,,,其它,1,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,1,个,,
QuartzinjectorIcap Q,J7,备品配件,,,1305600/(2.5mm iD),,,,其它,1,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,1,个,,
石墨垫,J7,备品配件,,,1310900,,,,其它,19,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,19,个,,
"kegeleinsatz 1/16"",Edelstahl versilbert",J7,备品配件,,,0520910,,,,其它,2,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,2,个,,
"klemmring fuer AD 1/16""",J7,备品配件,,,1315560,,,,其它,1,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,1,个,,
Lehre Form der Spule,J7,备品配件,,,1378130,,,,其它,1,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,1,个,,
BARBED ADAPTER 1MM PEEK,J7,备品配件,,,1600582,,,,其它,1,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,1,个,,
Schelle 60-80mm,J7,备品配件,,,1122720,,,,其它,1,根,常规,ICP-MS 3#盒,,302G-06,,,,根,,1,根,,
进样管TUBE TEFLON,J7,备品配件,,,1600061/1/16OD 021D10FT,,,,其它,1,根,常规,ICP-MS 3#盒,,302G-06,,,,根,,1,根,,
O Ring 1/16*5.32id PTFE Coated,J7,备品配件,,,4.30123E+11,,,,其它,10,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,10,个,,
UEBERWURFMU.102-1/16 SST,J7,备品配件,,,0520880,,,,其它,1,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,1,个,,
YCONNECTOR 0.5MM PEEK三通,J7,备品配件,,,1600583,,,,其它,1,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,1,个,,
stutzhulse AD 6/id4,J7,备品配件,,,1329710,,,,其它,2,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,2,个,,
Klemmring φ6,J7,备品配件,,,1329690,,,,其它,1,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,1,个,,
DrvckRing,J7,备品配件,,,0523210,,,,其它,1,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,1,个,,
stutzhulse AD 6/id3,J7,备品配件,,,1329700,,,,其它,1,个,常规,ICP-MS 3#盒,,302G-06,,,,个,,1,个,,
进样针,J7,备品配件,,,,,,,其它,1,根,常规,ICP-MS 4#盒,,302G-06,,,,根,,1,根,,
蓝色气管6*4㎜,J7,备品配件,,,,,,,其它,1,根,常规,ICP-MS 4#盒,,302G-06,,,,根,,1,根,,
防水防尘插头,J7,备品配件,,,,,,,其它,1,个,常规,ICP-MS 4#盒,,302G-06,,,,个,,1,个,,
气压阀接头,J7,备品配件,,,,,,,其它,2,个,常规,ICP-MS 4#盒,,302G-06,,,,个,,2,个,,
垫圈,J7,备品配件,,,K-THF-0522260,,,,其它,1,个,常规,ICP-MS 4#盒,,302G-06,,,,个,,1,个,,
INLINE FILKTER 5MICRON12MM,J7,备品配件,,,1600550,,,,其它,3,只,常规,ICP-MS 4#盒,,302G-06,,,,只,,3,只,,
电阻丝,J7,备品配件,,,F0050,GC,,,其它,2,个,常规,2#盒子,,302G-07,,,,个,,2,个,,
电阻丝,J7,备品配件,,,F0100,GC,,,其它,2,个,常规,2#盒子,,302G-07,,,,个,,2,个,,
电阻丝,J7,备品配件,,,F0160,GC,,,其它,2,个,常规,2#盒子,,302G-07,,,,个,,2,个,,
电阻丝,J7,备品配件,,,F0250,GC,,,其它,2,个,常规,2#盒子,,302G-07,,,,个,,2,个,,
电阻丝,J7,备品配件,,,F0500,GC,,,其它,2,个,常规,2#盒子,,302G-07,,,,个,,2,个,,
电阻丝,J7,备品配件,,,F0630,GC,,,其它,2,个,常规,2#盒子,,302G-07,,,,个,,2,个,,
警示标签,J7,备品配件,,,76553-0008,GC,,,其它,1,个,常规,2#盒子,,302G-07,,,,个,,1,个,,
衬管,J7,备品配件,,,45351030,GC,,,其它,1,个,常规,2#盒子,,302G-07,,,,个,,1,个,,
衬管,J7,备品配件,,,20500510,GC,,,其它,1,个,常规,2#盒子,,302G-07,,,,个,,1,个,,
衬管,J7,备品配件,,,"453A2265/,4mmID,78.5mm",GC,,,其它,19,个,常规,2#盒子,,302G-07,,,,个,,19,个,,
金属接头,J7,备品配件,,,1R76256-0060    ,GC,,,其它,2,个,常规,2#盒子,,302G-07,,WYH-251119-YZH-J7-010,2,个,,,个,,2025.11.19出库于YZH，YZH放置于304柜子的塑料箱子里
金属接头,J7,备品配件,,,35006118,GC,,,其它,3,个,常规,2#盒子,,302G-07,,,,个,,3,个,,
金属接头,J7,备品配件,,,35001819,GC,,,其它,2,个,常规,2#盒子,,302G-07,,,,个,,2,个,,
金属接头,J7,备品配件,,,35003058,GC,,,其它,2,个,常规,2#盒子,,302G-07,,,,个,,2,个,,
金属接头,J7,备品配件,,,103406,GC,,,其它,8,个,常规,2#盒子,,302G-07,,,,个,,8,个,,
吹扫捕集阱,J7,备品配件,,,LOT：64204      ,GC,,,其它,1,个,常规,2#盒子,,302G-07,,,,个,,1,个,,
隔热棉,J7,备品配件,,,30200115,GC,,,其它,2,个,常规,2#盒子,,302G-07,,,,个,,2,个,,
石墨垫,J7,备品配件,,,290VA191/0.1-0.25MM ID ,GC,,,其它,20,个,常规,2#盒子,,302G-07,,,,个,,20,个,,
石墨垫,J7,备品配件,,,290GA139/0.1-0.32MM,GC,,,其它,20,个,常规,2#盒子,,302G-07,,,,个,,20,个,,
石墨垫,J7,备品配件,,,29033496/ 0.1-0.25MM,GC,,,其它,22,个,常规,2#盒子,,302G-07,,,,个,,22,个,,
进样隔垫SEPTA BT,J7,备品配件,,,31303233/0 11MM ,GC,,,其它,146,个,常规,2#盒子,,302G-07,,,,个,,146,个,,
O形圈，各种规格,J7,备品配件,,,,GC,,,其它,86,个,常规,2#盒子,,302G-07,,,,个,,86,个,,
EI ION SOURCE ASSY (LOW ACTIVITY)GC-MS离子源,J7,备品配件,,,1R120404-4100,另一个已安装在仪器上,,,其它,1,个,常规,,,302G-07,,,,个,,1,个,,
杂物，盒子上写的气相配件，箱内各种线,J7,备品配件,,,/,过滤头孙夏青161012领用,,,其它,1,包,常规,,,302G-07,,,,包,,1,包,,
34709348,J7,备品配件,,,34709348,,,,其它,1,套,常规,2#盒子,,302G-07,,,,套,,1,套,,
微量注射器,J7,备品配件,,,10ul,GC,,,其它,1,个,常规,,,302G-07,,,,个,,1,个,,
微量注射器1ul,J7,备品配件,,,1ul,GC,,,其它,1,个,常规,,,302G-07,,,,个,,1,个,,
减压阀接头,J7,备品配件,,,M8*1,GC,,,其它,1,个,常规,1#盒,,302G-07,,,,个,,1,个,,
螺帽,J7,备品配件,,,M10*1,GC,,,其它,2,个,常规,1#盒,,302G-07,,,,个,,2,个,,
螺帽,J7,备品配件,,,3号,GC,,,其它,4,个,常规,1#盒,,302G-07,,,,个,,4,个,,
螺帽,J7,备品配件,,,5号,GC,,,其它,4,个,常规,1#盒,,302G-07,,,,个,,4,个,,
封口螺帽,J7,备品配件,,,,GC,,,其它,3,个,常规,1#盒,,302G-07,,,,个,,3,个,,
气路螺帽 ,J7,备品配件,,,M8*1  2号,GC,,,其它,6,个,常规,1#盒,,302G-07,,,,个,,6,个,,
气路螺帽 ,J7,备品配件,,,M8*1  3号,GC,,,其它,6,个,常规,1#盒,,302G-07,,,,个,,6,个,,
压垫,J7,备品配件,,,2号,GC,,,其它,10,个,常规,1#盒,,302G-07,,,,个,,10,个,,
压垫,J7,备品配件,,,3号,GC,,,其它,7,个,常规,1#盒,,302G-07,,,,个,,7,个,,
注样垫,J7,备品配件,,,8号,GC,,,其它,34,个,常规,1#盒,,302G-07,,,,个,,34,个,,
密封圈,J7,备品配件,,,2号,GC,,,其它,10,个,常规,1#盒,,302G-07,,,,个,,10,个,,
密封圈,J7,备品配件,,,3号,GC,,,其它,5,个,常规,1#盒,,302G-07,,SYY-250725-ZFY-J7-001；SYY-250728-ZFY-J7-002,5,个,,,个,,
聚乙烯塑料管,J7,备品配件,,,3号*1*20m气路管,GC,,,其它,3,米,常规,1#盒,,302G-07,,,,米,,3,米,,
保险丝,J7,备品配件,,,15A,GC,,,其它,2,个,常规,1#盒,,302G-07,,,,个,,2,个,,
保险丝,J7,备品配件,,,1.5A,GC,,,其它,2,个,常规,1#盒,,302G-07,,,,个,,2,个,,
堵头,J7,备品配件,,,,福立，装柱时模拟进样垫高度,,,其它,1,个,常规,1#盒,,302G-07,,,,个,,1,个,,
内衬管,J7,备品配件,,,3*61,GC,,,其它,2,个,常规,1#盒,,302G-07,,,,个,,2,个,,
不锈钢丝,J7,备品配件,,,,福立，疏通喷嘴,,,其它,1,个,常规,1#盒,,302G-07,,,,个,,1,个,,
喷嘴拆装扳手,J7,备品配件,,,,GC,,,其它,1,个,常规,1#盒,,302G-07,,,,个,,1,个,,
喷嘴密封石墨垫圈,J7,备品配件,,,,GC,,,其它,6,个,常规,1#盒,,302G-07,,,,个,,6,个,,
石墨垫圈,J7,备品配件,,,3*8*7,GC,,,其它,16,个,常规,1#盒,,302G-07,,,,个,,16,个,,
石墨垫圈,J7,备品配件,,,4*8*7,GC,,,其它,12,个,常规,1#盒,,302G-07,,,,个,,12,个,,
石墨垫圈,J7,备品配件,,,5*8*7,GC,,,其它,20,个,常规,1#盒,,302G-07,,,,个,,20,个,,
小胶头,J7,备品配件,,,,GC,,,其它,37,个,常规,1#盒,,302G-07,,,,个,,37,个,,
隔热棉,J7,备品配件,,,,GC,,,其它,1,袋,常规,1#盒,,302G-07,,,,袋,,1,袋,,
内衬管,J7,备品配件,,,4*61,GC,,,其它,2,套,常规,1#盒,,302G-07,,WYH-251119-YZH-J7-012,1,套,,1,套,,
GC进样模块,J7,备品配件,,,,其中两个不完整，仅有模块盖,,,其它,5,个,常规,,,302G-08,,,,个,,5,个,,
棕色进样瓶,J7,备品配件,,,1.5ml（无瓶盖）,,,,其它,700,个,常规,,,302G-08,,,,个,,700,个,,
蓝色瓶盖,J7,备品配件,,,90035B,,,,其它,541,个,常规,,,302G-08,,SYY-250728-YZH-J7-003,100,个,,441,个,,
顶空进样瓶（无瓶盖）,J7,备品配件,,,8870 5212 1400 53/20ml,,,,其它,91,个,常规,,,302G-08,,,,个,,91,个,,
" SCREW VIAL, 9MM CAP, SIL/PTFE 进样瓶，含瓶盖",J7,备品配件,,,60180-599/2ML,,,,其它,300,个,常规,,,302G-08,,SYY-250728-YZH-J7-004,100,个,,200,个,,
2ml白色进样瓶(无盖子）,J7,备品配件,,,71210092401,,,,其它,800,个,常规,,,302G-08,,,,个,,800,个,,
水系过滤器,J7,备品配件,,,1828230701P0708/IC13mm，0.22μm,,,,其它,473,个,常规,,,302G-08,,,,个,,473,个,,
白色瓶盖,J7,备品配件,,,00 189505/8MM,,,,其它,402,个,常规,,,302G-08,,,,个,,402,个,,
白色瓶盖,J7,备品配件,,,00 188568/8MM,,,,其它,404,个,常规,,,302G-08,,,,个,,404,个,,
白色进样瓶,J7,备品配件,,,22503013/2ml，,白色，其中1个无瓶盖,,,其它,16,个,常规,,,302G-08,,,,个,,16,个,,
定量环,J7,备品配件,,,44221,,,,其它,3,根,常规,,,302G-08,,,,根,,3,根,,
ICP-MS进样管,J7,备品配件,,,/,,,,其它,245,个,常规,,,302G-08,,MYM-230323-CJF-J7-001,14,个,,231,个,,
白色进样瓶10ml,J7,备品配件,,,,,,,其它,16,只,常规,,,302G-08,,,,只,,16,只,,
进样瓶盖,J7,备品配件,,,,与进样瓶配套的,,,其它,16,只,常规,,,302G-08,,,,只,,16,只,,
进样瓶垫片样品8*1.5mm white PTFE/red silicone septa,J7,备品配件,,,,苏州莱顿,,,其它,25,个,常规,,,302G-08,,,,个,,25,个,,
进样瓶样品2ml,J7,备品配件,,,,苏州莱顿,,,其它,29,个,常规,,,302G-08,,,,个,,29,个,,
塑料样品瓶,J7,备品配件,,,9.42339E+11,原子吸收,,,其它,1873,个,常规,,,302G-09,,,,个,,1873,个,,
Cone TOOLS,J7,备品配件,,,9 42339395181,原子吸收,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
Clip Hose,J7,备品配件,,,2 51370614156,原子吸收,,,其它,4,个,常规,,,302G-09,,,,个,,4,个,,
Label Warning-Drain vessel,J7,备品配件,,,4 01316179782,原子吸收,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
Screw 螺丝钉,J7,备品配件,,,2 52217820108/M5*16,原子吸收,,,其它,2,个,常规,,,302G-09,,,,个,,2,个,,
Wash ST. CH M4X8,J7,备品配件,,,2 52260802002,原子吸收,,,其它,2,个,常规,,,302G-09,,,,个,,2,个,,
Screw Cap HD ,J7,备品配件,,,4 01322843091/M3*30,原子吸收,,,其它,2,个,常规,,,302G-09,,,,个,,2,个,,
Socket Wrench （插座扳手）,J7,备品配件,,,2 62215009009/2.5㎜,原子吸收,,,其它,2,个,常规,,,302G-09,,,,个,,2,个,,
Explosisc Disc（防爆膜）,J7,备品配件,,,4 20216601851,原子吸收,,,其它,4,个,常规,,,302G-09,,,,个,,4,个,,
螺丝,J7,备品配件,,,/,原子吸收,,,其它,2,个,常规,,,302G-09,,,,个,,2,个,,
Gas Stop End,J7,备品配件,,,4 01316691961,原子吸收,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
Gas Stop End 1/4,J7,备品配件,,,4 01322836581,原子吸收,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
extended lifetime cuvettes 石墨管,J7,备品配件,,,94233 93950 41,原子吸收,,,其它,20,个,常规,,,302G-09,,MYM-230425-CJF-J7-001,10,个,,10,个,,
化学元素灯Se,J7,备品配件,,,,原子吸收光谱仪上使用,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
化学元素灯 In,J7,备品配件,,,,原子吸收光谱仪上使用,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
化学元素灯 Sr ,J7,备品配件,,,,原子吸收光谱仪上使用,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
化学元素灯 Ti,J7,备品配件,,,,原子吸收光谱仪上使用,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
化学元素灯 V,J7,备品配件,,,,离子色谱,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
小白圈,J7,备品配件,,,,原子吸收光谱仪上使用,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
银空心阴极灯,J7,备品配件,,,,原子吸收光谱仪上使用,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
钡空心阴极灯,J7,备品配件,,,,原子吸收光谱仪上使用,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
铍空心阴极灯,J7,备品配件,,,,原子吸收光谱仪上使用,,,其它,1,个,常规,,,302G-09,,,,个,,1,个,,
电路板,J7,备品配件,,,8.42316E+11,原子吸收光谱仪上使用,,,其它,1,块,常规,,,302G-09,,,,块,,1,块,,
小盒子进样针（小软管）,J7,备品配件,,,9.42339E+11,石墨炉,,,其它,2,个,常规,,,302G-09,,,,个,,2,个,,
电热消解仪配件,J7,备品配件,,,EHD-24,,QDJ-230508-MYM-J7-001,,购置,1,只,常规,,,,,MYM-230508-CJF-J7-001,1,只,,,只,,
水控自动开关,J7,备品配件,臣源,,AC200V/150W,,HYI-241115-HYI-J7-001,,其它,3,个,常规,,,302G-14,,,,个,,3,个,,
智能型数字显示温度控制器,J7,备品配件,/,,XMTD-8222,已损坏,HYI-241115-HYI-J7-002,,其它,1,个,常规,,,302G-14,,,,个,,1,个,,
CS HOUSing,J7,备品配件,Vision Station,,ZC-H15-SH/AC 24W,,HYI-241115-HYI-J7-003,,其它,3,个,常规,,,307J-09,1,WYH-251115-WYH-J7-004,3,个,,,个,,
高压隔膜泵,J7,备品配件,上海新山西,,DP-125,色牢度仪,QDJ-240814-CYQ-J7-001,,其它,1,个,常规,,,,,CYQ-240814-LMI-J7-001,1,个,,,个,,
卤素灯泡,J7,备品配件,,,6V20WG4,显微镜,YHQ-240902-CYQ-J7-001,,购置,4,个,常规,,,302G-14,,CYQ-240902-LMI-J7-001,1,个,,3,个,,
